taxa	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	determinant	formula	method	n	freq
t283	0.001461972370651546	0.04061200924050452	3.678450320052371	0.01104052133560589	0.9911911174404862	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t284	0.001048441284703744	0.0789773375419392	3.678450416306592	0.021470273784806832	0.9828705160782862	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t285	0.008138821836241624	0.0450385616101019	3.6784265305319943	0.012243974763739042	0.9902309656610929	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t286	0.002838096318372781	0.06360115320040835	3.678442018425074	0.0172902421410571	0.9862050700846015	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t287	0.0027107649883150375	0.10140462470747558	3.6784482516908854	0.027567228833751446	0.9780073193287019	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t288	0.21759672569789823	0.2717480891729649	0.5284365428230126	0.5142492374225917	0.6070777473786725	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t289	0.07667602088956135	0.22373724510361473	0.8689268026325924	0.257486872801894	0.7968029477573948	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t29	8.730758212937641e-4	0.0594874622011261	3.678450839202825	0.016171879087561198	0.9870972697671191	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t290	0.0011913716336127075	0.045024879710561606	3.6784510564718857	0.012240173654436587	0.9902339982802638	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t291	0.31734246129240584	-0.5227875009560302	0.6489462565429343	-0.8055944474370238	0.42047672825559246	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t292	0.0024334148511434427	0.07869067665053903	3.6784498893780184	0.021392347052971456	0.9829326783372405	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t293	0.0011072308655701493	0.0955505114078789	3.6784502165219095	0.02597575222812854	0.9792766788427353	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t294	6.915578255021231e-4	0.052543765689263104	3.678451130436281	0.014284209257125887	0.9886032375350875	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t295	0.0020591203712076508	0.0659679932334401	3.6784503806073663	0.0179336368328415	0.9856917950124858	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t296	0.017431951787849613	-0.13852945546363438	3.678431380110426	-0.037659926514512214	0.9699588273235465	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t297	1.8605596772596256	0.30001533575799644	0.3364643185050861	0.8916705851335653	0.37256952430892765	0.6307944432632644	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t298	0	NA	NA	NA	NA	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t299	0.002944855887632699	0.06493189135773965	3.6784505881589697	0.017651967805890102	0.9859164988079964	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t3	0.0032159562654596476	0.07865257096235342	3.6784507040619525	0.021381983147280136	0.9829409456465865	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t30	0.0032159562654596476	0.07865257096235342	3.6784507040619525	0.021381983147280136	0.9829409456465865	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t300	0.008431937984778613	0.061312711478853574	3.6784380496228075	0.016668137576801294	0.9867013661591535	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t301	0.13439003229804236	-0.19556245046062254	0.9097252902016117	-0.21496868622535747	0.8297917325806128	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t302	0.030453963562709654	-0.31693340399088055	1.93547431988753	-0.16374973345515506	0.8699281642920569	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t303	0.0021900875395001094	0.05336396771753308	3.678451020570894	0.014507184523895338	0.9884253474462379	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t304	0	NA	NA	NA	NA	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t305	15.000959685916511	0.25722272008457503	0.23566615322509468	1.0914707800185917	0.2750657824916973	0.6209889974983767	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t306	0.12671676762237696	0.4047616414176099	1.0120960490047495	0.3999241394288957	0.689212391993367	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t307	0.0052662878802559295	-0.10928515755582528	3.6784440010713744	-0.029709615675539754	0.9762986431079851	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t308	0.02108871024249957	0.24661174669410027	2.0595492207425834	0.11974064237473424	0.904688603999999	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t309	0.03467764220843465	0.014856060513444526	1.639249892369218	0.009062718614532266	0.9927690957211848	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t31	0.003274549929823272	0.04360820236896261	3.678450799417353	0.011855045709968424	0.9905412636193824	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t310	4.5476964904673335e-4	0.07190258729541897	3.6784507727362135	0.01954697554425454	0.9844047631249102	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t311	0.01630140404380194	0.14429653415152577	3.678442581439588	0.039227616295985285	0.9687089159567582	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t312	0.0058006351089543405	0.0944096832504269	3.4389538889613047	0.027453023884231906	0.9780984072201399	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t313	1.2836020388683442e-4	0.0656917422526034	3.678451371111989	0.017858532198767357	0.985751710245155	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t314	0.013090746052198567	0.008898985333822204	3.321367775130783	0.0026793134444353414	0.9978622197268884	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t315	0.08939406515327603	0.10065048564321519	1.2726870226682876	0.07908502550155151	0.9369649941234344	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t316	0.0027264408087432513	0.071214980215902	3.6784493646252607	0.019360054511218472	0.984553876313231	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t317	0.2520872139438591	-0.17419538056237016	0.6816693930261561	-0.2555423235141293	0.7983042589462659	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t318	2.447176654208287e-4	0.06977432501903831	3.6784512089380215	0.018968397582520155	0.9848663159480349	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t319	1.925403058302516e-4	0.06744060024792277	3.6784513090151396	0.01833396573243732	0.9853724312796508	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t32	0	NA	NA	NA	NA	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t320	7.519792105830017e-4	0.0760796405958315	3.678450916040263	0.02068252161910831	0.9834989117660399	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t321	7.276314384747734e-4	0.07767054351456178	3.6784503407781104	0.021115017553324362	0.9831539052907019	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t322	6.970943229048114e-4	0.0628888249030697	3.6784511165276434	0.01709655039875452	0.9863595908942397	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t323	0.18373141178430127	0.49102710447256814	0.8631597374612183	0.568871650474348	0.5694432456041953	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t324	0.08288308085961014	0.09905419424523085	1.5625543679218072	0.06339247854586502	0.9494539764573589	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t325	1.6027601122410997	-0.2389632514418334	0.49157009685144226	-0.48612243293971286	0.6268803626675559	0.8168441089304516	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t326	0.8033521248721834	0.5089075377998963	0.39568361708921257	1.2861476083937935	0.19839155154782917	0.6093454797540467	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t327	0.0026369359786562545	0.09551604296516071	3.67844794261619	0.025966397908903854	0.9792841399929364	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t328	0.002089510384560546	-0.017008753102626242	3.678448820129769	-0.0046238928239393596	0.9963106804514883	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t329	3.638157192373867e-4	0.06996940239478426	3.678450916585438	0.019021431570367158	0.9848240085810198	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t33	3.8668622050058114e-4	0.07392521568459846	3.6784511579037633	0.02009683220225933	0.9839661271725827	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t330	0.00996491027143339	0.09857657832988682	3.140581274669419	0.031388004228695886	0.974960107677741	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t331	0.0011064925208033969	0.046814484658158254	3.678450912266234	0.01272668462206462	0.9898458489393591	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t332	8.30587546276675e-4	0.07689276370664563	3.678450151610887	0.02090357638065921	0.9833225737091437	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t333	1.1230105398691852	-0.45844172319267434	0.3900553970427919	-1.1753246504685075	0.2398648561124556	0.6209889974983767	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t334	0.0015492162212571887	0.059246010537468544	3.6784513300914394	0.016106237440960187	0.987149637402956	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t335	12.791352949108171	0.2588640318502352	0.5717019714676641	0.452795415740274	0.6506960649533815	0.8352218147162807	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t336	0.8265421402460184	0.3365539623723459	1.3030310043736428	0.25828546001031255	0.7961866068927842	0.9009480025365716	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t337	0.024510892046301545	0.03415295420344502	1.8209819570832555	0.018755240308997494	0.985036360594349	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t338	0.3459004217948568	0.45126500678033166	0.6986869624016158	0.6458758085726777	0.5183597876359327	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t339	0.035859522256521836	0.1255652804623376	1.384062017459165	0.090722293422117	0.927713256087743	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t34	1.315183941605184	0.1640148413445596	0.48917802417291906	0.33528660986328807	0.7374088935355321	0.880793956167441	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t340	0.3884851373055102	-0.2897063326784738	0.7443263939742977	-0.3892194808941273	0.6971137937654859	0.868866467591765	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t341	0.6653821250958049	0.5048177142686183	0.7378543101870064	0.6841699063066721	0.4938678828513334	0.7078772987535779	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t342	0.12141513493506344	0.44323764418867895	0.9796458653243751	0.4524468074408873	0.6509471331617158	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t343	0.5166605279322537	-0.17895543972594682	0.6116632872759138	-0.29257181761380135	0.76984945788003	0.8827607117024344	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t344	2.336950817188309e-4	0.05569590742650691	3.6784513345453367	0.015141129339798925	0.9879195882484639	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t345	0.010190430688021928	0.08536066530423178	3.6784409691072653	0.023205664035692894	0.98148622057813	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t346	0.1751339396544134	0.5309843134339054	0.7670477647764771	0.6922441310921984	0.4887840288789076	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t347	0.0027418376599734526	0.013403725050728559	3.6784503559042734	0.0036438510116669825	0.997092633969758	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t348	0.007571034815388095	0.11671774664075839	3.678444607186086	0.031730190095221905	0.9746872187885643	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t349	0.029022939857669645	-0.08914710585681268	1.7729176556895845	-0.05028271085841181	0.9598971010765732	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t35	0.001358928741363451	0.05820958767145322	3.6784512914445595	0.01582448238660619	0.9873744167608736	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t350	0.0013761963032594773	0.07860792834507746	3.678450150079724	0.021369850110208446	0.9829506241980797	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t351	0.001092059988790808	0.09408283108663743	3.678450179456235	0.025576758280452007	0.9795949242102157	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t352	0.012500431142368427	0.16213723175012765	3.6784409298460217	0.04407770434332207	0.9648424648650902	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t353	0.0011722226612587371	0.08588314130787056	3.678450531393435	0.0233476406913476	0.9813729702804894	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t354	0.002251319070555625	0.056525641141280274	3.6784510706388094	0.015366696486046744	0.9877396326428503	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t355	0.03199255141201689	0.10450686556922663	2.1307065314880296	0.04904798667709615	0.9608810540943074	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t356	0.0015828521122456204	0.09212949517021132	3.6784491312648533	0.025045743975948942	0.9800184766222123	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t357	7.568553295129177e-5	0.06125008130427269	3.678451455814138	0.01665105059561441	0.9867149977058379	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t358	0.004063940346126493	0.07068033100879957	3.6784482851961533	0.01921471379474091	0.9846698198591723	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t359	0.14632685408459972	-0.14507279218805322	0.9938522941186446	-0.1459701738845457	0.8839449339854374	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t36	7.700886913625945e-4	0.06227375762136861	3.6784513630774316	0.016929341039124062	0.9864929853542905	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t360	0.23220274879750907	-0.206747497734456	1.0871709933144704	-0.1901701747065037	0.8491757817545557	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t361	0.18019915068596315	0.32297900253044726	0.9422360639884989	0.34277928310584127	0.731764512463858	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t362	0.042125939840650634	0.29575402797675954	1.8753522194003778	0.15770585648776073	0.8746885854394171	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t363	0.0027979818023499674	0.07014135917092126	3.678449386286506	0.01906818656589723	0.9847867102567025	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t364	2.834207085013843e-4	0.06895958684232241	3.678451015804735	0.018746909105499157	0.9850430067644844	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t365	0.02326185088594211	0.04569923608258789	3.0635173763214603	0.014917243961404118	0.9880982027613564	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t366	0.011237849035072781	0.22080307871929214	3.6784406826657925	0.060026271392603935	0.9521347108665623	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t367	0	NA	NA	NA	NA	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t368	0.018552042493052808	0.08738756113165505	2.622969281042959	0.0333162731882653	0.9734223768359016	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t369	7.090815844705594e-4	0.07229213395121088	3.6784507112466374	0.019652875524519636	0.9843202833940087	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t37	0.010871682586270389	0.030540037172622488	3.67844386503221	0.00830243393488759	0.9933756922490622	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t370	0.0015002725882266976	0.058587082324283744	3.6784513418147213	0.015927105425670926	0.9872925457405273	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t371	63.80479573576149	0.14154987960878462	0.12277926929078956	1.1528809417617472	0.24895925556938553	0.6209889974983767	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t372	52.61482601103993	-0.5031757706450078	0.32238699809616417	-1.5607818355469676	0.11857523468776567	0.42489459096449367	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t373	0.002392811619669639	0.044323009315077856	3.6784483776036745	0.01204937646670254	0.9903862211838553	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t374	1.0733780545869267	0.208513025787389	0.2992876233641018	0.6966977900510108	0.4859919421208777	0.7078772987535779	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t375	33.12159915978872	1.0273553258929886	0.2865845534439149	3.5848244908776765	3.3730495724255857e-4	0.0020720161659185743	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t376	131.40028391888092	0.4086631434833598	0.1094083643767512	3.735209330761177	1.8755910605720947e-4	0.0014663711928109104	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t377	0.008078521155014	0.20000157501018387	3.6784391134570615	0.05437131588735715	0.9566393316450571	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t378	0.6973158863180553	-0.43431728360365524	0.42298745718411823	-1.0267852538582611	0.30452159450591065	0.6209889974983767	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t379	0.028171010741849623	0.044749114859907284	2.0704209440229526	0.02161353467230536	0.9827562369469817	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t38	0.12245030884248757	-0.5810967950502941	1.0553977873721851	-0.5505950476712254	0.5819113044954911	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t380	1.4696872578244785e-4	0.05762141422552696	3.678451372296957	0.015664585009736335	0.9875019805971537	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t381	8.808750052492607	0.16185735326330788	0.2237714695146069	0.7233154146701551	0.4694861245867067	0.7078772987535779	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t382	20.160767730936247	-0.15925553846391172	0.19364432060240191	-0.8224126479335349	0.4108420833555069	0.6589827396448451	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t383	116.89107315884111	-0.1148245575836493	0.09666412628191129	-1.1878714679401843	0.23488405220768638	0.6209889974983767	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t384	1.317073451714366	0.6696009955986313	0.49936149536891755	1.3409143512435704	0.17994826217114218	0.5844264014558831	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t385	0.004085148646295344	0.08281173639878911	3.2734174904625797	0.02529825072422603	0.9798170692057426	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t386	0.05123445170050673	-0.013376890190696784	1.2245895823040667	-0.010923570136476378	0.9912844253696994	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t387	0.5054841837168538	0.05394177810320719	0.5185550552449812	0.10402324219503259	0.9171509040234471	0.9348945944818079	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t388	1.404707432508803	-0.04022007222709138	0.30127728554265376	-0.13349852165140133	0.8937991333580986	0.9348945944818079	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t389	0.010276037981048071	0.14729639371878422	3.5984853450483425	0.04093288692184612	0.9673493994373794	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t39	0.0019758816893285422	0.04450660887973036	3.6784508107192866	0.012099280694480052	0.990346406273399	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t390	4.575775166034645	-0.3963271811660473	0.39121020426544667	-1.0130798656190692	0.3110220146142585	0.6209889974983767	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t391	90.53789629746007	0.010243990252054748	0.09912764691287089	0.10334140445257207	0.9176920155093449	0.9348945944818079	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
